Image Name,ID,Label,Ear Side,x,y,w,h
001/01/20_0/001_01_01_200_10.png,1,0,left,272,198,35,59
001/01/24_0/001_01_01_240_10.png,1,0,left,301,232,41,68
001/01/01_0/001_01_01_010_11.png,1,0,left,317,208,36,60
001/01/04_1/001_01_01_041_11.png,1,0,left,250,227,31,51
001/01/05_0/001_01_01_050_11.png,1,0,left,241,200,35,59
001/01/08_0/001_01_01_080_11.png,1,0,right,367,164,40,67
001/01/09_0/001_01_01_090_11.png,1,0,right,250,203,35,58
001/01/11_0/001_01_01_110_11.png,1,0,right,268,202,35,59
001/01/12_0/001_01_01_120_11.png,1,0,right,316,200,35,58
001/01/13_0/001_01_01_130_11.png,1,0,right,414,197,37,62
001/01/14_0/001_01_01_140_11.png,1,0,right,398,175,36,61
001/01/19_0/001_01_01_190_11.png,1,0,left,275,177,33,56
001/01/24_0/001_01_01_240_11.png,1,0,left,303,234,38,64
001/01/04_1/001_01_01_041_12.png,1,0,left,249,227,31,52
001/01/05_0/001_01_01_050_12.png,1,0,left,241,203,33,55
001/01/08_0/001_01_01_080_12.png,1,0,right,368,165,40,66
001/01/09_0/001_01_01_090_12.png,1,0,right,249,202,36,60
001/01/11_0/001_01_01_110_12.png,1,0,right,268,202,36,59
001/01/12_0/001_01_01_120_12.png,1,0,right,316,200,35,58
001/01/13_0/001_01_01_130_12.png,1,0,right,414,198,37,61
001/01/14_0/001_01_01_140_12.png,1,0,right,398,176,37,61
001/01/19_0/001_01_01_190_12.png,1,0,left,274,175,35,59
001/01/20_0/001_01_01_200_12.png,1,0,left,271,203,31,52
001/01/01_0/001_01_01_010_13.png,1,0,left,308,207,38,63
001/01/04_1/001_01_01_041_13.png,1,0,left,249,228,31,52
001/01/05_0/001_01_01_050_13.png,1,0,left,240,203,34,57
001/01/08_0/001_01_01_080_13.png,1,0,right,367,165,40,66
001/01/09_0/001_01_01_090_13.png,1,0,right,249,202,35,59
001/01/11_0/001_01_01_110_13.png,1,0,right,268,202,36,60
001/01/12_0/001_01_01_120_13.png,1,0,right,316,200,34,57
001/01/13_0/001_01_01_130_13.png,1,0,right,414,198,37,62
001/01/14_0/001_01_01_140_13.png,1,0,right,398,175,37,62
001/01/19_0/001_01_01_190_13.png,1,0,left,274,177,34,56
001/01/20_0/001_01_01_200_13.png,1,0,left,270,202,32,54
001/01/01_0/001_01_01_010_14.png,1,0,left,311,205,39,65
001/01/04_1/001_01_01_041_14.png,1,0,left,250,227,33,54
001/01/05_0/001_01_01_050_14.png,1,0,left,242,204,33,55
001/01/08_0/001_01_01_080_14.png,1,0,right,369,166,37,62
001/01/09_0/001_01_01_090_14.png,1,0,right,249,204,33,55
001/01/11_0/001_01_01_110_14.png,1,0,right,268,200,35,59
001/01/12_0/001_01_01_120_14.png,1,0,right,317,200,33,56
001/01/13_0/001_01_01_130_14.png,1,0,right,417,198,35,58
001/01/14_0/001_01_01_140_14.png,1,0,right,398,173,37,62
001/01/19_0/001_01_01_190_14.png,1,0,left,274,174,37,61
001/01/20_0/001_01_01_200_14.png,1,0,left,270,198,36,60
001/01/24_0/001_01_01_240_14.png,1,0,left,300,232,41,68
001/01/01_0/001_01_01_010_15.png,1,0,left,311,204,39,65
001/01/04_1/001_01_01_041_15.png,1,0,left,249,226,33,56
001/01/05_0/001_01_01_050_15.png,1,0,left,241,204,33,56
001/01/08_0/001_01_01_080_15.png,1,0,right,368,165,39,65
001/01/09_0/001_01_01_090_15.png,1,0,right,250,204,33,55
001/01/11_0/001_01_01_110_15.png,1,0,right,269,201,35,58
001/01/12_0/001_01_01_120_15.png,1,0,right,316,200,34,57
001/01/13_0/001_01_01_130_15.png,1,0,right,415,198,36,60
001/01/14_0/001_01_01_140_15.png,1,0,right,399,174,36,60
001/01/19_0/001_01_01_190_15.png,1,0,left,275,173,38,63
001/01/20_0/001_01_01_200_15.png,1,0,left,271,200,34,57
001/01/24_0/001_01_01_240_15.png,1,0,left,300,232,40,67
001/01/01_0/001_01_01_010_16.png,1,0,left,311,203,40,66
001/01/04_1/001_01_01_041_16.png,1,0,left,249,224,34,58
001/01/08_0/001_01_01_080_16.png,1,0,right,369,166,38,64
001/01/09_0/001_01_01_090_16.png,1,0,right,250,203,33,56
001/01/11_0/001_01_01_110_16.png,1,0,right,270,201,35,58
001/01/12_0/001_01_01_120_16.png,1,0,right,317,201,33,56
001/01/13_0/001_01_01_130_16.png,1,0,right,415,198,35,59
001/01/14_0/001_01_01_140_16.png,1,0,right,399,177,34,57
001/01/19_0/001_01_01_190_16.png,1,0,left,274,171,39,65
001/01/20_0/001_01_01_200_16.png,1,0,left,271,199,36,59
001/01/24_0/001_01_01_240_16.png,1,0,left,301,233,40,66
001/01/01_0/001_01_01_010_17.png,1,0,left,313,207,36,60
001/01/04_1/001_01_01_041_17.png,1,0,left,252,230,29,49
001/01/05_0/001_01_01_050_17.png,1,0,left,243,205,32,53
001/01/08_0/001_01_01_080_17.png,1,0,right,367,166,40,66
001/01/09_0/001_01_01_090_17.png,1,0,right,249,202,37,61
001/01/11_0/001_01_01_110_17.png,1,0,right,268,203,35,58
001/01/12_0/001_01_01_120_17.png,1,0,right,317,200,35,59
001/01/13_0/001_01_01_130_17.png,1,0,right,414,197,37,62
001/01/14_0/001_01_01_140_17.png,1,0,right,398,177,36,60
001/01/19_0/001_01_01_190_17.png,1,0,left,277,178,33,55
001/01/20_0/001_01_01_200_17.png,1,0,left,273,203,31,52
001/01/24_0/001_01_01_240_17.png,1,0,left,301,235,37,62
001/01/01_0/001_01_01_010_18.png,1,0,left,313,206,37,62
001/01/04_1/001_01_01_041_18.png,1,0,left,251,228,30,50
001/01/05_0/001_01_01_050_18.png,1,0,left,241,203,32,54
001/01/08_0/001_01_01_080_18.png,1,0,right,367,165,41,68
001/01/09_0/001_01_01_090_18.png,1,0,right,249,202,36,61
001/01/11_0/001_01_01_110_18.png,1,0,right,268,202,35,59
001/01/12_0/001_01_01_120_18.png,1,0,right,316,200,36,59
001/01/13_0/001_01_01_130_18.png,1,0,right,415,198,37,61
001/01/14_0/001_01_01_140_18.png,1,0,right,398,177,36,60
001/01/19_0/001_01_01_190_18.png,1,0,left,276,175,35,58
001/01/20_0/001_01_01_200_18.png,1,0,left,273,201,33,55
001/01/24_0/001_01_01_240_18.png,1,0,left,301,233,39,65
001/01/01_0/001_01_01_010_19.png,1,0,left,311,205,39,65
001/01/04_1/001_01_01_041_19.png,1,0,left,249,226,34,56
001/01/05_0/001_01_01_050_19.png,1,0,left,241,205,33,55
001/01/08_0/001_01_01_080_19.png,1,0,right,367,166,39,65
001/01/09_0/001_01_01_090_19.png,1,0,right,249,202,36,60
001/01/11_0/001_01_01_110_19.png,1,0,right,268,202,35,59
001/01/12_0/001_01_01_120_19.png,1,0,right,316,200,35,59
001/01/13_0/001_01_01_130_19.png,1,0,right,414,198,37,62
001/01/14_0/001_01_01_140_19.png,1,0,right,398,176,36,60
001/01/19_0/001_01_01_190_19.png,1,0,left,274,173,38,63
001/01/20_0/001_01_01_200_19.png,1,0,left,271,201,33,56
001/01/24_0/001_01_01_240_19.png,1,0,left,300,231,41,68
002/01/01_0/002_01_01_010_00.png,2,1,left,290,170,48,80
002/01/04_1/002_01_01_041_00.png,2,1,left,225,197,38,63
002/01/08_0/002_01_01_080_00.png,2,1,right,379,146,44,74
002/01/09_0/002_01_01_090_00.png,2,1,right,266,185,40,66
002/01/11_0/002_01_01_110_00.png,2,1,right,292,178,45,74
002/01/12_0/002_01_01_120_00.png,2,1,right,337,180,43,71
002/01/13_0/002_01_01_130_00.png,2,1,right,419,183,38,63
002/01/19_0/002_01_01_190_00.png,2,1,left,249,143,43,71
002/01/20_0/002_01_01_200_00.png,2,1,left,250,171,41,68
002/01/24_0/002_01_01_240_00.png,2,1,left,282,195,50,83
002/01/01_0/002_01_01_010_01.png,2,1,left,290,171,47,79
002/01/04_1/002_01_01_041_01.png,2,1,left,226,196,38,63
002/01/08_0/002_01_01_080_01.png,2,1,right,378,143,48,80
002/01/09_0/002_01_01_090_01.png,2,1,right,266,185,42,70
002/01/19_0/002_01_01_190_01.png,2,1,left,250,142,43,72
002/01/20_0/002_01_01_200_01.png,2,1,left,250,171,41,68
002/01/24_0/002_01_01_240_01.png,2,1,left,282,195,49,81
002/01/01_0/002_01_01_010_02.png,2,1,left,290,170,47,79
002/01/04_1/002_01_01_041_02.png,2,1,left,226,198,36,60
002/01/11_0/002_01_01_110_02.png,2,1,right,290,179,44,74
002/01/19_0/002_01_01_190_02.png,2,1,left,250,143,43,72
002/01/20_0/002_01_01_200_02.png,2,1,left,250,171,41,68
002/01/24_0/002_01_01_240_02.png,2,1,left,282,195,48,81
002/01/01_0/002_01_01_010_03.png,2,1,left,290,171,47,79
002/01/04_1/002_01_01_041_03.png,2,1,left,226,197,37,61
002/01/08_0/002_01_01_080_03.png,2,1,right,378,145,45,75
002/01/11_0/002_01_01_110_03.png,2,1,right,291,180,43,71
002/01/12_0/002_01_01_120_03.png,2,1,right,335,179,43,71
002/01/13_0/002_01_01_130_03.png,2,1,right,420,182,39,64
002/01/19_0/002_01_01_190_03.png,2,1,left,250,142,43,72
002/01/20_0/002_01_01_200_03.png,2,1,left,250,171,42,70
002/01/24_0/002_01_01_240_03.png,2,1,left,282,194,50,83
002/01/01_0/002_01_01_010_04.png,2,1,left,290,170,47,79
002/01/04_1/002_01_01_041_04.png,2,1,left,225,198,37,62
002/01/08_0/002_01_01_080_04.png,2,1,right,378,144,45,75
002/01/09_0/002_01_01_090_04.png,2,1,right,264,184,41,68
002/01/11_0/002_01_01_110_04.png,2,1,right,292,178,44,73
002/01/12_0/002_01_01_120_04.png,2,1,right,336,178,43,71
002/01/19_0/002_01_01_190_04.png,2,1,left,250,143,43,72
002/01/20_0/002_01_01_200_04.png,2,1,left,250,171,41,69
002/01/24_0/002_01_01_240_04.png,2,1,left,283,195,48,81
002/01/01_0/002_01_01_010_05.png,2,1,left,290,171,48,79
002/01/04_1/002_01_01_041_05.png,2,1,left,225,197,38,64
002/01/08_0/002_01_01_080_05.png,2,1,right,378,145,45,74
002/01/09_0/002_01_01_090_05.png,2,1,right,264,184,41,69
002/01/11_0/002_01_01_110_05.png,2,1,right,292,177,45,75
002/01/12_0/002_01_01_120_05.png,2,1,right,336,179,43,71
002/01/19_0/002_01_01_190_05.png,2,1,left,250,144,43,71
002/01/20_0/002_01_01_200_05.png,2,1,left,250,171,41,69
002/01/24_0/002_01_01_240_05.png,2,1,left,282,195,49,82
002/01/01_0/002_01_01_010_06.png,2,1,left,291,171,47,79
002/01/04_1/002_01_01_041_06.png,2,1,left,224,197,38,64
002/01/08_0/002_01_01_080_06.png,2,1,right,378,145,45,74
002/01/09_0/002_01_01_090_06.png,2,1,right,265,185,40,66
002/01/11_0/002_01_01_110_06.png,2,1,right,291,177,45,75
002/01/12_0/002_01_01_120_06.png,2,1,right,336,180,42,69
002/01/13_0/002_01_01_130_06.png,2,1,right,418,182,38,63
002/01/19_0/002_01_01_190_06.png,2,1,left,250,143,43,71
002/01/20_0/002_01_01_200_06.png,2,1,left,250,171,42,69
002/01/24_0/002_01_01_240_06.png,2,1,left,283,195,49,81
002/01/01_0/002_01_01_010_07.png,2,1,left,293,172,45,74
002/01/04_1/002_01_01_041_07.png,2,1,left,225,200,37,61
002/01/08_0/002_01_01_080_07.png,2,1,right,378,146,45,75
002/01/09_0/002_01_01_090_07.png,2,1,right,265,186,40,66
002/01/11_0/002_01_01_110_07.png,2,1,right,291,177,45,75
002/01/12_0/002_01_01_120_07.png,2,1,right,335,181,43,71
002/01/13_0/002_01_01_130_07.png,2,1,right,417,181,40,67
002/01/19_0/002_01_01_190_07.png,2,1,left,250,144,42,69
002/01/20_0/002_01_01_200_07.png,2,1,left,252,173,40,66
002/01/24_0/002_01_01_240_07.png,2,1,left,284,195,49,82
002/01/01_0/002_01_01_010_08.png,2,1,left,293,170,46,76
002/01/04_1/002_01_01_041_08.png,2,1,left,225,197,38,64
002/01/08_0/002_01_01_080_08.png,2,1,right,380,147,44,72
002/01/09_0/002_01_01_090_08.png,2,1,right,267,187,39,65
002/01/11_0/002_01_01_110_08.png,2,1,right,291,177,45,75
002/01/12_0/002_01_01_120_08.png,2,1,right,337,182,41,69
002/01/13_0/002_01_01_130_08.png,2,1,right,419,183,38,63
002/01/19_0/002_01_01_190_08.png,2,1,left,250,142,42,70
002/01/20_0/002_01_01_200_08.png,2,1,left,252,172,40,66
002/01/24_0/002_01_01_240_08.png,2,1,left,285,195,48,80
002/01/01_0/002_01_01_010_09.png,2,1,left,293,170,47,79
002/01/08_0/002_01_01_080_09.png,2,1,right,379,146,44,74
002/01/09_0/002_01_01_090_09.png,2,1,right,266,186,40,67
002/01/11_0/002_01_01_110_09.png,2,1,right,290,176,47,78
002/01/12_0/002_01_01_120_09.png,2,1,right,335,180,44,73
002/01/13_0/002_01_01_130_09.png,2,1,left,295,319,43,72
002/01/19_0/002_01_01_190_09.png,2,1,left,251,142,43,72
002/01/20_0/002_01_01_200_09.png,2,1,left,252,172,40,67
002/01/24_0/002_01_01_240_09.png,2,1,left,285,196,47,79
002/01/01_0/002_01_01_010_10.png,2,1,left,293,169,46,76
002/01/08_0/002_01_01_080_10.png,2,1,left,269,306,34,57
002/01/09_0/002_01_01_090_10.png,2,1,right,266,186,40,66
002/01/11_0/002_01_01_110_10.png,2,1,right,291,177,45,76
002/01/12_0/002_01_01_120_10.png,2,1,right,336,180,43,71
002/01/13_0/002_01_01_130_10.png,2,1,left,296,315,40,67
002/01/19_0/002_01_01_190_10.png,2,1,left,251,143,42,70
002/01/20_0/002_01_01_200_10.png,2,1,left,253,172,40,66
002/01/24_0/002_01_01_240_10.png,2,1,left,284,195,49,82
002/01/01_0/002_01_01_010_11.png,2,1,left,293,171,46,76
002/01/04_1/002_01_01_041_11.png,2,1,left,226,195,40,67
002/01/08_0/002_01_01_080_11.png,2,1,right,380,146,45,74
002/01/09_0/002_01_01_090_11.png,2,1,right,266,185,40,67
002/01/11_0/002_01_01_110_11.png,2,1,right,291,178,46,76
002/01/12_0/002_01_01_120_11.png,2,1,right,337,181,42,70
002/01/13_0/002_01_01_130_11.png,2,1,left,292,315,28,47
002/01/19_0/002_01_01_190_11.png,2,1,left,251,143,42,70
002/01/20_0/002_01_01_200_11.png,2,1,left,253,173,39,65
002/01/24_0/002_01_01_240_11.png,2,1,left,282,193,51,85
002/01/04_1/002_01_01_041_12.png,2,1,left,226,195,39,65
002/01/08_0/002_01_01_080_12.png,2,1,right,379,146,44,73
002/01/09_0/002_01_01_090_12.png,2,1,right,266,186,40,66
002/01/11_0/002_01_01_110_12.png,2,1,right,292,178,45,76
002/01/12_0/002_01_01_120_12.png,2,1,right,336,180,43,72
002/01/13_0/002_01_01_130_12.png,2,1,right,420,181,39,64
002/01/19_0/002_01_01_190_12.png,2,1,left,252,141,43,72
002/01/20_0/002_01_01_200_12.png,2,1,left,251,171,41,68
002/01/24_0/002_01_01_240_12.png,2,1,left,283,193,49,81
002/01/01_0/002_01_01_010_13.png,2,1,left,291,170,45,74
002/01/08_0/002_01_01_080_13.png,2,1,right,379,146,45,74
002/01/09_0/002_01_01_090_13.png,2,1,right,266,185,40,67
002/01/11_0/002_01_01_110_13.png,2,1,right,292,177,46,76
002/01/12_0/002_01_01_120_13.png,2,1,right,338,182,41,67
002/01/13_0/002_01_01_130_13.png,2,1,right,419,181,39,65
002/01/19_0/002_01_01_190_13.png,2,1,left,249,142,44,73
002/01/20_0/002_01_01_200_13.png,2,1,left,251,171,38,64
002/01/24_0/002_01_01_240_13.png,2,1,left,281,195,48,79
002/01/01_0/002_01_01_010_14.png,2,1,left,290,171,48,80
002/01/04_1/002_01_01_041_14.png,2,1,left,225,197,38,64
002/01/08_0/002_01_01_080_14.png,2,1,right,380,144,43,71
002/01/09_0/002_01_01_090_14.png,2,1,right,265,183,40,67
002/01/11_0/002_01_01_110_14.png,2,1,right,292,178,44,73
002/01/12_0/002_01_01_120_14.png,2,1,right,337,179,42,70
002/01/13_0/002_01_01_130_14.png,2,1,right,420,181,37,61
002/01/19_0/002_01_01_190_14.png,2,1,left,249,143,43,72
002/01/20_0/002_01_01_200_14.png,2,1,left,250,171,42,70
002/01/24_0/002_01_01_240_14.png,2,1,left,283,195,48,80
002/01/01_0/002_01_01_010_15.png,2,1,left,291,171,47,78
002/01/04_1/002_01_01_041_15.png,2,1,left,224,197,38,64
002/01/08_0/002_01_01_080_15.png,2,1,right,379,145,44,74
002/01/09_0/002_01_01_090_15.png,2,1,right,265,184,40,67
002/01/11_0/002_01_01_110_15.png,2,1,right,291,177,45,75
002/01/12_0/002_01_01_120_15.png,2,1,right,336,179,42,70
002/01/13_0/002_01_01_130_15.png,2,1,right,418,178,40,66
002/01/19_0/002_01_01_190_15.png,2,1,left,249,142,44,73
002/01/20_0/002_01_01_200_15.png,2,1,left,250,171,42,69
002/01/24_0/002_01_01_240_15.png,2,1,left,282,195,49,81
002/01/01_0/002_01_01_010_16.png,2,1,left,292,172,45,75
002/01/04_1/002_01_01_041_16.png,2,1,left,224,201,35,58
002/01/08_0/002_01_01_080_16.png,2,1,right,381,147,43,71
002/01/09_0/002_01_01_090_16.png,2,1,right,267,187,38,63
002/01/11_0/002_01_01_110_16.png,2,1,right,293,179,44,72
002/01/12_0/002_01_01_120_16.png,2,1,right,339,183,40,66
002/01/19_0/002_01_01_190_16.png,2,1,left,250,144,40,67
002/01/20_0/002_01_01_200_16.png,2,1,left,250,172,39,65
002/01/24_0/002_01_01_240_16.png,2,1,left,284,195,47,79
002/01/01_0/002_01_01_010_17.png,2,1,left,293,171,45,75
002/01/04_1/002_01_01_041_17.png,2,1,left,226,196,37,62
002/01/08_0/002_01_01_080_17.png,2,1,right,380,147,44,73
002/01/09_0/002_01_01_090_17.png,2,1,right,266,186,41,67
002/01/11_0/002_01_01_110_17.png,2,1,right,291,177,47,77
002/01/12_0/002_01_01_120_17.png,2,1,right,338,182,41,69
002/01/13_0/002_01_01_130_17.png,2,1,right,419,182,38,64
002/01/19_0/002_01_01_190_17.png,2,1,left,249,140,44,72
002/01/20_0/002_01_01_200_17.png,2,1,left,251,171,39,65
002/01/24_0/002_01_01_240_17.png,2,1,left,283,195,49,82
002/01/01_0/002_01_01_010_18.png,2,1,left,293,171,45,75
002/01/04_1/002_01_01_041_18.png,2,1,left,226,196,38,63
002/01/08_0/002_01_01_080_18.png,2,1,right,380,147,44,73
002/01/09_0/002_01_01_090_18.png,2,1,right,266,186,40,67
002/01/11_0/002_01_01_110_18.png,2,1,right,292,177,46,76
002/01/12_0/002_01_01_120_18.png,2,1,right,337,181,42,70
002/01/13_0/002_01_01_130_18.png,2,1,right,419,183,37,62
002/01/19_0/002_01_01_190_18.png,2,1,left,250,141,42,69
002/01/20_0/002_01_01_200_18.png,2,1,left,252,171,39,65
002/01/24_0/002_01_01_240_18.png,2,1,left,284,194,49,81
002/01/01_0/002_01_01_010_19.png,2,1,left,290,170,48,80
002/01/04_1/002_01_01_041_19.png,2,1,left,224,196,38,64
002/01/08_0/002_01_01_080_19.png,2,1,left,350,327,37,62
002/01/09_0/002_01_01_090_19.png,2,1,right,266,186,40,67
002/01/11_0/002_01_01_110_19.png,2,1,right,293,177,45,74
